round,seed,condition,algorithm,selection_mode,selection_budget,agent_id,selection_score,selected_for_aggregation
66,41,standard,fedadagrad,random,4,7,0.0,0
67,41,standard,fedadagrad,random,4,0,0.0,0
67,41,standard,fedadagrad,random,4,1,1.0,1
67,41,standard,fedadagrad,random,4,2,1.0,1
67,41,standard,fedadagrad,random,4,3,0.0,0
67,41,standard,fedadagrad,random,4,4,1.0,1
67,41,standard,fedadagrad,random,4,5,0.0,0
67,41,standard,fedadagrad,random,4,6,1.0,1
67,41,standard,fedadagrad,random,4,7,0.0,0
68,41,standard,fedadagrad,random,4,0,1.0,1
68,41,standard,fedadagrad,random,4,1,1.0,1
68,41,standard,fedadagrad,random,4,2,1.0,1
68,41,standard,fedadagrad,random,4,3,0.0,0
68,41,standard,fedadagrad,random,4,4,1.0,1
68,41,standard,fedadagrad,random,4,5,0.0,0
68,41,standard,fedadagrad,random,4,6,0.0,0
68,41,standard,fedadagrad,random,4,7,0.0,0
69,41,standard,fedadagrad,random,4,0,0.0,0
69,41,standard,fedadagrad,random,4,1,1.0,1
69,41,standard,fedadagrad,random,4,2,1.0,1
69,41,standard,fedadagrad,random,4,3,1.0,1
69,41,standard,fedadagrad,random,4,4,0.0,0
69,41,standard,fedadagrad,random,4,5,1.0,1
69,41,standard,fedadagrad,random,4,6,0.0,0
69,41,standard,fedadagrad,random,4,7,0.0,0
70,41,standard,fedadagrad,random,4,0,0.0,0
70,41,standard,fedadagrad,random,4,1,0.0,0
70,41,standard,fedadagrad,random,4,2,0.0,0
70,41,standard,fedadagrad,random,4,3,1.0,1
70,41,standard,fedadagrad,random,4,4,1.0,1
70,41,standard,fedadagrad,random,4,5,1.0,1
70,41,standard,fedadagrad,random,4,6,0.0,0
70,41,standard,fedadagrad,random,4,7,1.0,1
71,41,standard,fedadagrad,random,4,0,0.0,0
71,41,standard,fedadagrad,random,4,1,1.0,1
71,41,standard,fedadagrad,random,4,2,1.0,1
71,41,standard,fedadagrad,random,4,3,0.0,0
71,41,standard,fedadagrad,random,4,4,1.0,1
71,41,standard,fedadagrad,random,4,5,0.0,0
71,41,standard,fedadagrad,random,4,6,0.0,0
71,41,standard,fedadagrad,random,4,7,1.0,1
72,41,standard,fedadagrad,random,4,0,0.0,0
72,41,standard,fedadagrad,random,4,1,0.0,0
72,41,standard,fedadagrad,random,4,2,1.0,1
72,41,standard,fedadagrad,random,4,3,0.0,0
72,41,standard,fedadagrad,random,4,4,0.0,0
72,41,standard,fedadagrad,random,4,5,1.0,1
72,41,standard,fedadagrad,random,4,6,1.0,1
72,41,standard,fedadagrad,random,4,7,1.0,1
73,41,standard,fedadagrad,random,4,0,0.0,0
73,41,standard,fedadagrad,random,4,1,1.0,1
73,41,standard,fedadagrad,random,4,2,0.0,0
73,41,standard,fedadagrad,random,4,3,0.0,0
73,41,standard,fedadagrad,random,4,4,0.0,0
73,41,standard,fedadagrad,random,4,5,1.0,1
73,41,standard,fedadagrad,random,4,6,1.0,1
73,41,standard,fedadagrad,random,4,7,1.0,1
74,41,standard,fedadagrad,random,4,0,0.0,0
74,41,standard,fedadagrad,random,4,1,0.0,0
74,41,standard,fedadagrad,random,4,2,1.0,1
74,41,standard,fedadagrad,random,4,3,1.0,1
74,41,standard,fedadagrad,random,4,4,1.0,1
74,41,standard,fedadagrad,random,4,5,0.0,0
74,41,standard,fedadagrad,random,4,6,1.0,1
74,41,standard,fedadagrad,random,4,7,0.0,0
75,41,standard,fedadagrad,random,4,0,1.0,1
75,41,standard,fedadagrad,random,4,1,1.0,1
75,41,standard,fedadagrad,random,4,2,0.0,0
75,41,standard,fedadagrad,random,4,3,1.0,1
75,41,standard,fedadagrad,random,4,4,0.0,0
75,41,standard,fedadagrad,random,4,5,0.0,0
75,41,standard,fedadagrad,random,4,6,0.0,0
75,41,standard,fedadagrad,random,4,7,1.0,1
76,41,standard,fedadagrad,random,4,0,0.0,0
76,41,standard,fedadagrad,random,4,1,0.0,0
76,41,standard,fedadagrad,random,4,2,1.0,1
76,41,standard,fedadagrad,random,4,3,1.0,1
76,41,standard,fedadagrad,random,4,4,1.0,1
76,41,standard,fedadagrad,random,4,5,0.0,0
76,41,standard,fedadagrad,random,4,6,1.0,1
76,41,standard,fedadagrad,random,4,7,0.0,0
77,41,standard,fedadagrad,random,4,0,1.0,1
77,41,standard,fedadagrad,random,4,1,1.0,1
77,41,standard,fedadagrad,random,4,2,0.0,0
77,41,standard,fedadagrad,random,4,3,0.0,0
77,41,standard,fedadagrad,random,4,4,0.0,0
77,41,standard,fedadagrad,random,4,5,0.0,0
77,41,standard,fedadagrad,random,4,6,1.0,1
77,41,standard,fedadagrad,random,4,7,1.0,1
78,41,standard,fedadagrad,random,4,0,1.0,1
78,41,standard,fedadagrad,random,4,1,0.0,0
78,41,standard,fedadagrad,random,4,2,0.0,0
78,41,standard,fedadagrad,random,4,3,1.0,1
78,41,standard,fedadagrad,random,4,4,0.0,0
78,41,standard,fedadagrad,random,4,5,1.0,1
78,41,standard,fedadagrad,random,4,6,1.0,1
78,41,standard,fedadagrad,random,4,7,0.0,0
79,41,standard,fedadagrad,random,4,0,1.0,1
79,41,standard,fedadagrad,random,4,1,0.0,0
79,41,standard,fedadagrad,random,4,2,1.0,1
79,41,standard,fedadagrad,random,4,3,0.0,0
79,41,standard,fedadagrad,random,4,4,0.0,0
79,41,standard,fedadagrad,random,4,5,1.0,1
79,41,standard,fedadagrad,random,4,6,1.0,1
79,41,standard,fedadagrad,random,4,7,0.0,0
80,41,standard,fedadagrad,random,4,0,1.0,1
80,41,standard,fedadagrad,random,4,1,1.0,1
80,41,standard,fedadagrad,random,4,2,0.0,0
80,41,standard,fedadagrad,random,4,3,0.0,0
80,41,standard,fedadagrad,random,4,4,0.0,0
80,41,standard,fedadagrad,random,4,5,1.0,1
80,41,standard,fedadagrad,random,4,6,0.0,0
80,41,standard,fedadagrad,random,4,7,1.0,1
81,41,standard,fedadagrad,random,4,0,0.0,0
81,41,standard,fedadagrad,random,4,1,1.0,1
81,41,standard,fedadagrad,random,4,2,1.0,1
81,41,standard,fedadagrad,random,4,3,0.0,0
81,41,standard,fedadagrad,random,4,4,1.0,1
81,41,standard,fedadagrad,random,4,5,1.0,1
81,41,standard,fedadagrad,random,4,6,0.0,0
81,41,standard,fedadagrad,random,4,7,0.0,0
82,41,standard,fedadagrad,random,4,0,0.0,0
82,41,standard,fedadagrad,random,4,1,0.0,0
82,41,standard,fedadagrad,random,4,2,0.0,0
82,41,standard,fedadagrad,random,4,3,1.0,1
82,41,standard,fedadagrad,random,4,4,1.0,1
82,41,standard,fedadagrad,random,4,5,0.0,0
82,41,standard,fedadagrad,random,4,6,1.0,1
82,41,standard,fedadagrad,random,4,7,1.0,1
83,41,standard,fedadagrad,random,4,0,0.0,0
83,41,standard,fedadagrad,random,4,1,0.0,0
83,41,standard,fedadagrad,random,4,2,1.0,1
83,41,standard,fedadagrad,random,4,3,0.0,0
83,41,standard,fedadagrad,random,4,4,1.0,1
83,41,standard,fedadagrad,random,4,5,1.0,1
83,41,standard,fedadagrad,random,4,6,1.0,1
83,41,standard,fedadagrad,random,4,7,0.0,0
84,41,standard,fedadagrad,random,4,0,0.0,0
84,41,standard,fedadagrad,random,4,1,1.0,1
84,41,standard,fedadagrad,random,4,2,0.0,0
84,41,standard,fedadagrad,random,4,3,1.0,1
84,41,standard,fedadagrad,random,4,4,0.0,0
84,41,standard,fedadagrad,random,4,5,1.0,1
84,41,standard,fedadagrad,random,4,6,0.0,0
84,41,standard,fedadagrad,random,4,7,1.0,1
85,41,standard,fedadagrad,random,4,0,0.0,0
85,41,standard,fedadagrad,random,4,1,1.0,1
85,41,standard,fedadagrad,random,4,2,1.0,1
85,41,standard,fedadagrad,random,4,3,0.0,0
85,41,standard,fedadagrad,random,4,4,0.0,0
85,41,standard,fedadagrad,random,4,5,1.0,1
85,41,standard,fedadagrad,random,4,6,1.0,1
85,41,standard,fedadagrad,random,4,7,0.0,0
86,41,standard,fedadagrad,random,4,0,1.0,1
86,41,standard,fedadagrad,random,4,1,1.0,1
86,41,standard,fedadagrad,random,4,2,0.0,0
86,41,standard,fedadagrad,random,4,3,1.0,1
86,41,standard,fedadagrad,random,4,4,0.0,0
86,41,standard,fedadagrad,random,4,5,0.0,0
86,41,standard,fedadagrad,random,4,6,1.0,1
86,41,standard,fedadagrad,random,4,7,0.0,0
87,41,standard,fedadagrad,random,4,0,0.0,0
87,41,standard,fedadagrad,random,4,1,1.0,1
87,41,standard,fedadagrad,random,4,2,1.0,1
87,41,standard,fedadagrad,random,4,3,1.0,1
87,41,standard,fedadagrad,random,4,4,0.0,0
87,41,standard,fedadagrad,random,4,5,1.0,1
87,41,standard,fedadagrad,random,4,6,0.0,0
87,41,standard,fedadagrad,random,4,7,0.0,0
88,41,standard,fedadagrad,random,4,0,0.0,0
88,41,standard,fedadagrad,random,4,1,0.0,0
88,41,standard,fedadagrad,random,4,2,0.0,0
88,41,standard,fedadagrad,random,4,3,1.0,1
88,41,standard,fedadagrad,random,4,4,0.0,0
88,41,standard,fedadagrad,random,4,5,1.0,1
88,41,standard,fedadagrad,random,4,6,1.0,1
88,41,standard,fedadagrad,random,4,7,1.0,1
89,41,standard,fedadagrad,random,4,0,1.0,1
89,41,standard,fedadagrad,random,4,1,0.0,0
89,41,standard,fedadagrad,random,4,2,1.0,1
89,41,standard,fedadagrad,random,4,3,1.0,1
89,41,standard,fedadagrad,random,4,4,0.0,0
89,41,standard,fedadagrad,random,4,5,0.0,0
89,41,standard,fedadagrad,random,4,6,0.0,0
89,41,standard,fedadagrad,random,4,7,1.0,1
90,41,standard,fedadagrad,random,4,0,1.0,1
90,41,standard,fedadagrad,random,4,1,0.0,0
90,41,standard,fedadagrad,random,4,2,1.0,1
90,41,standard,fedadagrad,random,4,3,0.0,0
90,41,standard,fedadagrad,random,4,4,0.0,0
90,41,standard,fedadagrad,random,4,5,1.0,1
90,41,standard,fedadagrad,random,4,6,0.0,0
90,41,standard,fedadagrad,random,4,7,1.0,1
91,41,standard,fedadagrad,random,4,0,0.0,0
91,41,standard,fedadagrad,random,4,1,1.0,1
91,41,standard,fedadagrad,random,4,2,1.0,1
91,41,standard,fedadagrad,random,4,3,0.0,0
91,41,standard,fedadagrad,random,4,4,0.0,0
91,41,standard,fedadagrad,random,4,5,1.0,1
91,41,standard,fedadagrad,random,4,6,1.0,1
91,41,standard,fedadagrad,random,4,7,0.0,0
92,41,standard,fedadagrad,random,4,0,0.0,0
92,41,standard,fedadagrad,random,4,1,0.0,0
92,41,standard,fedadagrad,random,4,2,0.0,0
92,41,standard,fedadagrad,random,4,3,1.0,1
92,41,standard,fedadagrad,random,4,4,1.0,1
92,41,standard,fedadagrad,random,4,5,0.0,0
92,41,standard,fedadagrad,random,4,6,1.0,1
92,41,standard,fedadagrad,random,4,7,1.0,1
93,41,standard,fedadagrad,random,4,0,0.0,0
93,41,standard,fedadagrad,random,4,1,0.0,0
93,41,standard,fedadagrad,random,4,2,0.0,0
93,41,standard,fedadagrad,random,4,3,1.0,1
93,41,standard,fedadagrad,random,4,4,1.0,1
93,41,standard,fedadagrad,random,4,5,0.0,0
93,41,standard,fedadagrad,random,4,6,1.0,1
93,41,standard,fedadagrad,random,4,7,1.0,1
94,41,standard,fedadagrad,random,4,0,1.0,1
94,41,standard,fedadagrad,random,4,1,1.0,1
94,41,standard,fedadagrad,random,4,2,0.0,0
94,41,standard,fedadagrad,random,4,3,0.0,0
94,41,standard,fedadagrad,random,4,4,1.0,1
94,41,standard,fedadagrad,random,4,5,0.0,0
94,41,standard,fedadagrad,random,4,6,0.0,0
94,41,standard,fedadagrad,random,4,7,1.0,1
95,41,standard,fedadagrad,random,4,0,0.0,0
95,41,standard,fedadagrad,random,4,1,0.0,0
95,41,standard,fedadagrad,random,4,2,1.0,1
95,41,standard,fedadagrad,random,4,3,1.0,1
95,41,standard,fedadagrad,random,4,4,0.0,0
95,41,standard,fedadagrad,random,4,5,1.0,1
95,41,standard,fedadagrad,random,4,6,0.0,0
95,41,standard,fedadagrad,random,4,7,1.0,1
96,41,standard,fedadagrad,random,4,0,1.0,1
96,41,standard,fedadagrad,random,4,1,0.0,0
96,41,standard,fedadagrad,random,4,2,1.0,1
96,41,standard,fedadagrad,random,4,3,0.0,0
96,41,standard,fedadagrad,random,4,4,1.0,1
96,41,standard,fedadagrad,random,4,5,0.0,0
96,41,standard,fedadagrad,random,4,6,0.0,0
96,41,standard,fedadagrad,random,4,7,1.0,1
97,41,standard,fedadagrad,random,4,0,1.0,1
97,41,standard,fedadagrad,random,4,1,1.0,1
97,41,standard,fedadagrad,random,4,2,0.0,0
97,41,standard,fedadagrad,random,4,3,0.0,0
97,41,standard,fedadagrad,random,4,4,1.0,1
97,41,standard,fedadagrad,random,4,5,0.0,0
97,41,standard,fedadagrad,random,4,6,0.0,0
97,41,standard,fedadagrad,random,4,7,1.0,1
98,41,standard,fedadagrad,random,4,0,0.0,0
98,41,standard,fedadagrad,random,4,1,0.0,0
98,41,standard,fedadagrad,random,4,2,1.0,1
98,41,standard,fedadagrad,random,4,3,0.0,0
98,41,standard,fedadagrad,random,4,4,1.0,1
98,41,standard,fedadagrad,random,4,5,0.0,0
98,41,standard,fedadagrad,random,4,6,1.0,1
98,41,standard,fedadagrad,random,4,7,1.0,1
99,41,standard,fedadagrad,random,4,0,0.0,0
99,41,standard,fedadagrad,random,4,1,1.0,1
99,41,standard,fedadagrad,random,4,2,0.0,0
99,41,standard,fedadagrad,random,4,3,1.0,1
99,41,standard,fedadagrad,random,4,4,1.0,1
99,41,standard,fedadagrad,random,4,5,0.0,0
99,41,standard,fedadagrad,random,4,6,0.0,0
99,41,standard,fedadagrad,random,4,7,1.0,1
